,Unnamed: 0,codingWeek,channelId,videoId,title,publishedAt,viewCount,likeCount,dislikeCount,commentCount,duration,channelTitle,subscriberCount,country,videoURL,codingWeekStartDay
20,20,2020-04-26-2020-05-03,UCIYLOcEUX6TbBo7HQVF2PKA,AoN0UL7uMTo,Harvard professor compares Australia&#39;s COVID-19 response to the US | Nine News Australia,2020-04-30 22:51:01+00:00,312564.0,1870.0,557.0,,180,9 News Australia,830000.0,AU,https://www.youtube.com/watch?v=AoN0UL7uMTo,2020-04-26
21,21,2020-04-26-2020-05-03,UCQibFRKIeRP6W6ykItvrTHA,B04hS4_9Ymg,IMQ - Coronavirus (official video Covid-19) #Covid19 #Coronavirus  ,2020-04-26 19:02:22+00:00,308918.0,834.0,10.0,282.0,142,IMQ Music,19000.0,US,https://www.youtube.com/watch?v=B04hS4_9Ymg,2020-04-26
22,22,2020-04-26-2020-05-03,UCUMZ7gohGI9HcU9VNsr2FJQ,4S3DXXtRZZg,How the Coronavirus Hijacks Your Cells,2020-04-29 16:38:08+00:00,301447.0,2489.0,401.0,423.0,405,Bloomberg Quicktake,2960000.0,US,https://www.youtube.com/watch?v=4S3DXXtRZZg,2020-04-26
23,23,2020-04-26-2020-05-03,UCiMg06DjcUk5FRiM3g5sqoQ,xmYMUly7qiE,CDC COVID-19 Prevention Messages for Front Line Long-Term Care Staff: Clean Hands - Combat COVID-19,2020-04-27 17:57:17+00:00,290779.0,535.0,83.0,,445,Centers for Disease Control and Prevention (CDC),563000.0,US,https://www.youtube.com/watch?v=xmYMUly7qiE,2020-04-26
24,24,2020-04-26-2020-05-03,UC0L1suV8pVgO4pCAIBNGx5w,OSfLd05B_Sw,Inside Australia&#39;s COVID-19 ICU hospitals | 60 Minutes Australia,2020-04-26 13:45:00+00:00,279511.0,2989.0,461.0,0.0,702,60 Minutes Australia,3970000.0,AU,https://www.youtube.com/watch?v=OSfLd05B_Sw,2020-04-26
25,25,2020-04-26-2020-05-03,UCKwucPzHZ7zCUIf7If-Wo1g,xs1ZrT3zUKo,Nepal govt extends nationwide lockdown till May 7 | Coronavirus outbreak,2020-04-27 02:31:32+00:00,270006.0,1806.0,198.0,22.0,55,DD News,4200000.0,IN,https://www.youtube.com/watch?v=xs1ZrT3zUKo,2020-04-26
26,26,2020-04-26-2020-05-03,UCiMg06DjcUk5FRiM3g5sqoQ,t7OH8ORr5Ig,LTC Mini Webinar: Sparkling Surfaces: Stop COVID-19's Spread,2020-04-28 17:56:01+00:00,234782.0,415.0,57.0,,430,Centers for Disease Control and Prevention (CDC),563000.0,US,https://www.youtube.com/watch?v=t7OH8ORr5Ig,2020-04-26
27,27,2020-04-26-2020-05-03,UCp1KrVaZDZ7BOI_QBuTWWmg,w1ncGjHExmk,I took a COVID-19 test. Here&#39;s how it went...,2020-04-30 13:13:03+00:00,232720.0,902.0,145.0,496.0,271,KING 5,201000.0,US,https://www.youtube.com/watch?v=w1ncGjHExmk,2020-04-26
28,28,2020-04-26-2020-05-03,UC8wZzNSXUHzv3QijdOzeELA,Vd38iS_W7ww,Using Reverse Transcription Polymerase Chain Reaction (RT-PCR) in COVID-19 Testing,2020-04-28 20:39:16+00:00,206198.0,1629.0,86.0,293.0,225,DNA Learning Center,61600.0,US,https://www.youtube.com/watch?v=Vd38iS_W7ww,2020-04-26
29,29,2020-04-26-2020-05-03,UCG-iSMVtWbbwDDXgXXypARQ,DtPwfihjyrY,Coronavirus Pandemic Update 62: Treatment with Famotidine (Pepcid)?,2020-04-28 18:57:47+00:00,187276.0,5512.0,101.0,724.0,660,MedCram - Medical Lectures Explained CLEARLY,1280000.0,US,https://www.youtube.com/watch?v=DtPwfihjyrY,2020-04-26
0,0,2020-05-03-2020-05-10,UC3XTzVzaHQEd30rQbuvCtTQ,7rl4c-jr7g0,Coronavirus VI: Testing: Last Week Tonight with John Oliver (HBO),2020-05-04 06:45:00+00:00,8290588.0,165244.0,5809.0,20272.0,1394,LastWeekTonight,8830000.0,Unknown,https://www.youtube.com/watch?v=7rl4c-jr7g0,2020-05-03
1,1,2020-05-03-2020-05-10,UCvhPRRiwI1_p4OBsY0yz6mg,K6zubJt-BzY,Ghana&#39;s dancing pallbearers: life after becoming THE meme of Covid-19 - BBC Africa,2020-05-04 16:12:30+00:00,7365111.0,168758.0,4648.0,7618.0,100,BBC News Africa,790000.0,GB,https://www.youtube.com/watch?v=K6zubJt-BzY,2020-05-03
2,2,2020-05-03-2020-05-10,UCMSsLqxqvZsNXi0Z-VjN89A,KzKvIYwqQkE,COVID Autopsy Findings - What Doctors Are Learning From Autopsy Findings of COVID Patients,2020-05-06 16:15:00+00:00,3438933.0,61723.0,4310.0,11421.0,784,Doctor Mike Hansen,959000.0,US,https://www.youtube.com/watch?v=KzKvIYwqQkE,2020-05-03
3,3,2020-05-03-2020-05-10,UCqnbDFdCpuN8CMEg0VuEBqA,lJ9EbZjcVGY,Dying of Coronavirus: A Family&#39;s Painful Goodbye | NYT News,2020-05-04 20:00:10+00:00,3018425.0,18734.0,1184.0,3365.0,410,The New York Times,3860000.0,Unknown,https://www.youtube.com/watch?v=lJ9EbZjcVGY,2020-05-03
4,4,2020-05-03-2020-05-10,UC85VW73bQLEjs_taFKP7TwQ,DhtO5kzY5js,What Happens If You Get a Severe Case of COVID-19?,2020-05-05 19:37:40+00:00,2566499.0,28499.0,1218.0,2313.0,603,Nucleus Medical Media,4450000.0,US,https://www.youtube.com/watch?v=DhtO5kzY5js,2020-05-03
5,5,2020-05-03-2020-05-10,UC9RM-iSvTu1uPJb8X5yp3EQ,r2oPk20OHBE,Air Cargo&#39;s Coronavirus Problem,2020-05-05 16:56:29+00:00,1178285.0,32083.0,720.0,1348.0,773,Wendover Productions,3150000.0,GB,https://www.youtube.com/watch?v=r2oPk20OHBE,2020-05-03
6,6,2020-05-03-2020-05-10,UCWENXIhoZLzFxoCbl29awgw,Fd0aKsurTmo,Ejercicios para mejorar la capacidad pulmonar (especial infeccion por coronavirus),2020-05-05 11:54:27+00:00,1083547.0,15782.0,501.0,224.0,289,Mutua Maz,6350.0,ES,https://www.youtube.com/watch?v=Fd0aKsurTmo,2020-05-03
7,7,2020-05-03-2020-05-10,UCK0z0_5uL7mb9IjntOKi5XQ,8_AKe07J7tE,A Waking Nightmare for COVID-19 Patients,2020-05-08 10:45:00+00:00,914484.0,23145.0,838.0,4633.0,587,The Atlantic,614000.0,US,https://www.youtube.com/watch?v=8_AKe07J7tE,2020-05-03
8,8,2020-05-03-2020-05-10,UC0p5jTq6Xx_DosDFxVXnWaQ,XsArdIXgRTU,Covid-19: how it will change the world | The Economist,2020-05-08 15:00:18+00:00,688598.0,7756.0,531.0,754.0,778,The Economist,2180000.0,GB,https://www.youtube.com/watch?v=XsArdIXgRTU,2020-05-03
9,9,2020-05-03-2020-05-10,UC16niRr50-MSBwiO3YDb3RA,0FB23XsIoZc,Coronavirus: How long does it take to recover? - BBC News,2020-05-06 11:04:10+00:00,520551.0,4814.0,327.0,1241.0,154,BBC News,11100000.0,GB,https://www.youtube.com/watch?v=0FB23XsIoZc,2020-05-03
10,10,2020-05-03-2020-05-10,UCdtXPiqI2cLorKaPrfpKc4g,1Xo-Hn7adx4,The Flash: Grant Gustin Explains How COVID-19 Shortened Season 6 &amp; What&#39;s Next for WestAllen!,2020-05-05 18:00:51+00:00,500966.0,12805.0,93.0,1504.0,751,Entertainment Tonight,4600000.0,US,https://www.youtube.com/watch?v=1Xo-Hn7adx4,2020-05-03
11,11,2020-05-03-2020-05-10,UChDKyKQ59fYz3JO2fl0Z6sg,EtJEcQJSEOA,How The Earth Sounds During The Coronavirus Pandemic | Sunday TODAY,2020-05-03 15:51:45+00:00,472545.0,3161.0,531.0,612.0,242,TODAY,3250000.0,Unknown,https://www.youtube.com/watch?v=EtJEcQJSEOA,2020-05-03
12,12,2020-05-03-2020-05-10,UC7c8mE90qCtu11z47U0KErg,wT2m3kljcSU,Infodemic: Coronavirus and the fake news pandemic,2020-05-09 11:51:45+00:00,412137.0,3686.0,2664.0,6429.0,371,nature video,655000.0,Unknown,https://www.youtube.com/watch?v=wT2m3kljcSU,2020-05-03
13,13,2020-05-03-2020-05-10,UCpasZs-GSrQtOJW7WuAlq9Q,EGVPSdp4iLs,COVID-19 animation: Coronavirus and antibody testing explained,2020-05-05 16:16:19+00:00,315062.0,1487.0,110.0,,118,The Jackson Laboratory,20200.0,US,https://www.youtube.com/watch?v=EGVPSdp4iLs,2020-05-03
14,14,2020-05-03-2020-05-10,UCZaT_X_mc0BI-djXOlfhqWQ,LE-XaCgq0eI,How New Zealand Got Its Coronavirus Cases Down to Zero in Seven Weeks,2020-05-05 20:10:02+00:00,308718.0,6323.0,184.0,1783.0,287,VICE News,7130000.0,US,https://www.youtube.com/watch?v=LE-XaCgq0eI,2020-05-03
15,15,2020-05-03-2020-05-10,UCftwRNsjfRo08xYE31tkiyw,E_kkJ3fmiqY,Disease Expert Compares &quot;Contagion&quot; to Covid-19 | Cause + Control | WIRED,2020-05-06 16:00:14+00:00,264881.0,7305.0,224.0,921.0,1054,WIRED,8580000.0,US,https://www.youtube.com/watch?v=E_kkJ3fmiqY,2020-05-03
16,16,2020-05-03-2020-05-10,UC07-dOwgza1IguKA86jqxNA,qHksVwOrpbE,How has WHO responded to COVID-19,2020-05-04 18:22:01+00:00,246239.0,1295.0,1192.0,730.0,326,World Health Organization (WHO),774000.0,Unknown,https://www.youtube.com/watch?v=qHksVwOrpbE,2020-05-03
17,17,2020-05-03-2020-05-10,UCZuFrqyZWfw_Zf0OnXWUXyQ,rfdhtpQvpyA,Corona: Wie ist der typische Verlauf von Covid-19 als Krankheit? | Coronavirus | BR,2020-05-04 11:58:48+00:00,228147.0,1390.0,1075.0,386.0,186,Bayerischer Rundfunk,590000.0,DE,https://www.youtube.com/watch?v=rfdhtpQvpyA,2020-05-03
18,18,2020-05-03-2020-05-10,UC6o-wWU-v2ClFMwougmK7dA,kQrtd-WCjos,Coronavirus: Is the government really 'following the science'? - BBC Newsnight,2020-05-07 23:26:59+00:00,187578.0,1403.0,752.0,1470.0,775,BBC Newsnight,685000.0,GB,https://www.youtube.com/watch?v=kQrtd-WCjos,2020-05-03
19,19,2020-05-03-2020-05-10,UCiMg06DjcUk5FRiM3g5sqoQ,qb7shu_sdQ0,COVID-19: Are You at Higher Risk for Severe Illness?,2020-05-05 20:32:03+00:00,154565.0,539.0,94.0,,141,Centers for Disease Control and Prevention (CDC),563000.0,US,https://www.youtube.com/watch?v=qb7shu_sdQ0,2020-05-03
20,20,2020-05-03-2020-05-10,UC-FQDWDpoHrxB1WG99izK8g,GxwOMwC8h6s,Best Treatments for COVID-19 | The DOs and DON&#39;Ts,2020-05-08 14:16:51+00:00,149455.0,695.0,38.0,45.0,143,NationwideChildrens,72200.0,US,https://www.youtube.com/watch?v=GxwOMwC8h6s,2020-05-03
21,21,2020-05-03-2020-05-10,UCknLrEdhRCp1aegoMqRaCZg,TJwIQ4Xz5cg,Big Pharma and coronavirus vaccine development | COVID-19 Special,2020-05-04 17:15:30+00:00,143030.0,1148.0,183.0,340.0,696,DW News,2960000.0,DE,https://www.youtube.com/watch?v=TJwIQ4Xz5cg,2020-05-03
22,22,2020-05-03-2020-05-10,UCG-iSMVtWbbwDDXgXXypARQ,OudhmwulJHY,Coronavirus Pandemic Update 66: ACE-Inhibitors and ARBs - Hypertension Medications with COVID-19,2020-05-05 15:21:37+00:00,141723.0,4033.0,62.0,678.0,449,MedCram - Medical Lectures Explained CLEARLY,1280000.0,US,https://www.youtube.com/watch?v=OudhmwulJHY,2020-05-03
23,23,2020-05-03-2020-05-10,UC1a4RqaEpMsHja5dSlUE1mg,uCIC8MwBebU,COVID-19 Update 18: When are patients really infectious?,2020-05-04 14:03:58+00:00,137979.0,1103.0,61.0,84.0,584,Medmastery,123000.0,AT,https://www.youtube.com/watch?v=uCIC8MwBebU,2020-05-03
24,24,2020-05-03-2020-05-10,UCAi08vpGsxeDRb20qu2EnRw,SvA1s5S9rQ0,SARS-CoV-2 (Covid-19) Infection Process,2020-05-06 18:45:27+00:00,138252.0,1225.0,56.0,55.0,141,CanalDivulgación,27200.0,ES,https://www.youtube.com/watch?v=SvA1s5S9rQ0,2020-05-03
25,25,2020-05-03-2020-05-10,UC3njZ48-FDxLleBYaP0SZIg,rFZkYJO5JE0,COVID-19: What are the different types of tests?,2020-05-05 08:00:21+00:00,104081.0,1474.0,49.0,40.0,209,The Hindu,1000000.0,IN,https://www.youtube.com/watch?v=rFZkYJO5JE0,2020-05-03
26,26,2020-05-03-2020-05-10,UCqnbDFdCpuN8CMEg0VuEBqA,bYTG7K3YlZ0,How Does Coronavirus Antibody Testing Work? | NYT News,2020-05-08 17:00:30+00:00,100815.0,1402.0,93.0,178.0,368,The New York Times,3860000.0,Unknown,https://www.youtube.com/watch?v=bYTG7K3YlZ0,2020-05-03
27,27,2020-05-03-2020-05-10,UCknLrEdhRCp1aegoMqRaCZg,cmAvB8sl9V0,"Coronavirus medication: What works, what doesn&#39;t | COVID-19 Special",2020-05-05 18:16:16+00:00,98778.0,796.0,78.0,128.0,769,DW News,2960000.0,DE,https://www.youtube.com/watch?v=cmAvB8sl9V0,2020-05-03
28,28,2020-05-03-2020-05-10,UCCj956IF62FbT7Gouszaj9w,H18SQzOKUKU,"Coronavirus: UK death toll passes 30,000 - Coronavirus Daily Update UK  @BBC News - BBC",2020-05-06 17:04:09+00:00,98256.0,462.0,222.0,431.0,3315,BBC,12000000.0,GB,https://www.youtube.com/watch?v=H18SQzOKUKU,2020-05-03
29,29,2020-05-03-2020-05-10,UCNye-wNBqNL5ZzHSJj3l8Bg,RXGmX2-m348,Will life ever return to normal after coronavirus lockdown? I Inside Story,2020-05-04 17:33:18+00:00,97711.0,523.0,46.0,171.0,1546,Al Jazeera English,8360000.0,QA,https://www.youtube.com/watch?v=RXGmX2-m348,2020-05-03
0,0,2020-05-10-2020-05-17,UCMSsLqxqvZsNXi0Z-VjN89A,y6h8TIxeg1g,12 COVID Autopsy Cases Reveal the TRUTH &quot;How COVID Patients Dying&quot;,2020-05-14 15:45:04+00:00,15984628.0,230449.0,10587.0,17455.0,823,Doctor Mike Hansen,959000.0,US,https://www.youtube.com/watch?v=y6h8TIxeg1g,2020-05-10
1,1,2020-05-10-2020-05-17,UCuB112ZHY1iygcDEHRg6P5Q,Yidpb1cg0Js,So Sorry | Economy Warrior Vs Coronavirus,2020-05-14 14:24:59+00:00,8424210.0,88210.0,6418.0,1359.0,95,SoSorry,4880000.0,IN,https://www.youtube.com/watch?v=Yidpb1cg0Js,2020-05-10
2,2,2020-05-10-2020-05-17,UC0p5jTq6Xx_DosDFxVXnWaQ,VfKfSUqn_GY,How covid-19 could change the financial world order | The Economist,2020-05-12 14:01:55+00:00,1879846.0,30826.0,3827.0,5529.0,598,The Economist,2180000.0,GB,https://www.youtube.com/watch?v=VfKfSUqn_GY,2020-05-10
3,3,2020-05-10-2020-05-17,UCsooa4yRKGN_zEE8iknghZA,D9tTi-CDjDU,What is a coronavirus? - Elizabeth Cox,2020-05-14 15:02:01+00:00,1584828.0,31510.0,741.0,1673.0,316,TED-Ed,15800000.0,US,https://www.youtube.com/watch?v=D9tTi-CDjDU,2020-05-10
4,4,2020-05-10-2020-05-17,UCHpw8xwDNhU9gdohEcJu4aA,xeHukQ6Ux1k,Fighting a locust plague amid Covid-19 in east Africa,2020-05-15 06:58:57+00:00,1404135.0,8499.0,562.0,1146.0,293,The Guardian,1790000.0,GB,https://www.youtube.com/watch?v=xeHukQ6Ux1k,2020-05-10
5,5,2020-05-10-2020-05-17,UCCj956IF62FbT7Gouszaj9w,P8HC5sOHzus,Coronavirus: Boris Johnson updates nation on Covid-19 lockdown  @BBC News - BBC,2020-05-10 18:17:36+00:00,939309.0,6095.0,2682.0,5035.0,860,BBC,12000000.0,GB,https://www.youtube.com/watch?v=P8HC5sOHzus,2020-05-10
6,6,2020-05-10-2020-05-17,UCvJJ_dzjViJCoLf5uKUTwoA,OJ08BuyejuE,How Ultraviolet Light Could Help Stop The Spread Of Coronavirus,2020-05-10 16:08:13+00:00,876045.0,12326.0,712.0,1881.0,984,CNBC,2540000.0,Unknown,https://www.youtube.com/watch?v=OJ08BuyejuE,2020-05-10
7,7,2020-05-10-2020-05-17,UCcYzLCs3zrQIBVHYA1sK2sw,eLdX_0xyZcI,What Would Shiva Say About the Coronavirus?,2020-05-12 06:33:57+00:00,866043.0,24969.0,896.0,1526.0,316,Sadhguru,8680000.0,IN,https://www.youtube.com/watch?v=eLdX_0xyZcI,2020-05-10
8,8,2020-05-10-2020-05-17,UCknLrEdhRCp1aegoMqRaCZg,jfv9zsKJquk,Autopsies reveal: Coronavirus is more than a lung infection | COVID-19 Special,2020-05-15 17:34:31+00:00,822663.0,7585.0,405.0,1156.0,707,DW News,2960000.0,DE,https://www.youtube.com/watch?v=jfv9zsKJquk,2020-05-10
9,9,2020-05-10-2020-05-17,UCoFX8yfaEwXNEu3HgLdfomQ,5qHTBlxfNes,How to take a combined throat and nose swab for COVID-19,2020-05-13 16:18:13+00:00,553096.0,1009.0,135.0,336.0,351,UK Health Security Agency,13600.0,Unknown,https://www.youtube.com/watch?v=5qHTBlxfNes,2020-05-10
10,10,2020-05-10-2020-05-17,UCuyRsHZILrU7ZDIAbGASHdA,l2wdJskulOo,What is RT-PCR test for Covid-19 and how does it work?,2020-05-13 12:45:00+00:00,517127.0,3862.0,229.0,124.0,493,ThePrint,1750000.0,IN,https://www.youtube.com/watch?v=l2wdJskulOo,2020-05-10
11,11,2020-05-10-2020-05-17,UCPTDmZEOrQKHT-6AM7aTTTA,ZCTRpJAMyE0,W5: Inside a COVID-19 intensive care unit,2020-05-10 00:00:12+00:00,496111.0,,,,1367,Official W5,,CA,https://www.youtube.com/watch?v=ZCTRpJAMyE0,2020-05-10
12,12,2020-05-10-2020-05-17,UCK7tptUDHh-RYDsdxO1-5QQ,ZhOXk60zTkc,The Science Behind How the Body Clears Coronavirus | WSJ,2020-05-11 16:00:19+00:00,494889.0,5440.0,253.0,381.0,502,Wall Street Journal,3200000.0,US,https://www.youtube.com/watch?v=ZhOXk60zTkc,2020-05-10
13,13,2020-05-10-2020-05-17,UClYdhyelJFb_4i_FJuD82qw,Yhv1vX7Jeng,What brands REALLY mean with their COVID commercials,2020-05-15 17:55:25+00:00,435593.0,12506.0,201.0,490.0,119,Funny Business,2040.0,US,https://www.youtube.com/watch?v=Yhv1vX7Jeng,2020-05-10
14,14,2020-05-10-2020-05-17,UCG-iSMVtWbbwDDXgXXypARQ,Dr_6w-WPr0w,Coronavirus Pandemic Update 69: &quot;NAC&quot; Supplementation and COVID-19 (N-Acetylcysteine),2020-05-11 18:17:06+00:00,427815.0,12269.0,144.0,1303.0,1606,MedCram - Medical Lectures Explained CLEARLY,1280000.0,US,https://www.youtube.com/watch?v=Dr_6w-WPr0w,2020-05-10
15,15,2020-05-10-2020-05-17,UCvJJ_dzjViJCoLf5uKUTwoA,VUvtuKUP-M0,"How Coronavirus Antibody, Genetic And Antigen Tests Work",2020-05-15 16:00:20+00:00,392397.0,2721.0,142.0,274.0,826,CNBC,2540000.0,Unknown,https://www.youtube.com/watch?v=VUvtuKUP-M0,2020-05-10
16,16,2020-05-10-2020-05-17,UCPgMAS8woHJ_o_OZdTR7kcQ,G-SPpA5ZM6o,Todd Chrisley's Coronavirus Story | Peacock Presents At-Home Variety Show feat. Seth MacFarlane,2020-05-13 23:00:03+00:00,368534.0,5787.0,163.0,336.0,508,Peacock,412000.0,US,https://www.youtube.com/watch?v=G-SPpA5ZM6o,2020-05-10
17,17,2020-05-10-2020-05-17,UCEPMCywJ6FPZpQ_aPEZt5JA,jrhoqwObnWc,How coronavirus infects human cells in Hindi,2020-05-11 06:04:14+00:00,295497.0,9683.0,319.0,651.0,630,Shomu's Biology,1490000.0,IN,https://www.youtube.com/watch?v=jrhoqwObnWc,2020-05-10
18,18,2020-05-10-2020-05-17,UC_Lnb8ZHqqgLbp-7hltuT9w,ltJV3IMP-Dg,COVID-19: How Did The US Get It So Wrong?,2020-05-13 15:53:10+00:00,257828.0,2956.0,232.0,1572.0,398,CNA Insider,991000.0,SG,https://www.youtube.com/watch?v=ltJV3IMP-Dg,2020-05-10
19,19,2020-05-10-2020-05-17,UCCj956IF62FbT7Gouszaj9w,tOLRBnXLBEE,Britain preps for the Coronavirus Covid-19 pandemic!  - Charlie Brooker&#39;s Antiviral Wipe - BBC,2020-05-15 13:48:45+00:00,241174.0,3854.0,334.0,520.0,311,BBC,12000000.0,GB,https://www.youtube.com/watch?v=tOLRBnXLBEE,2020-05-10
20,20,2020-05-10-2020-05-17,UCG-iSMVtWbbwDDXgXXypARQ,OtL0B1bqXak,"Coronavirus Pandemic Update 70: Glutathione Deficiency, Oxidative Stress, and COVID 19",2020-05-14 14:59:35+00:00,175643.0,4681.0,61.0,697.0,814,MedCram - Medical Lectures Explained CLEARLY,1280000.0,US,https://www.youtube.com/watch?v=OtL0B1bqXak,2020-05-10
21,21,2020-05-10-2020-05-17,UCTL52ZTc9f0IP-ZUIyysd5w,7n-JfsVA8UU,COVID-19 Testing: What to Expect,2020-05-13 15:20:17+00:00,173220.0,,,,124,Monroe Carell Jr. Children's Hospital at Vanderbilt,2120.0,US,https://www.youtube.com/watch?v=7n-JfsVA8UU,2020-05-10
22,22,2020-05-10-2020-05-17,UC0xt9WqH6k-AlKbBfnSVN5A,uCbgQzrg9fI,COVID-19 Symptoms in Children,2020-05-12 18:26:20+00:00,163546.0,574.0,67.0,0.0,256,Valleywise Health Medical Center,,Unknown,https://www.youtube.com/watch?v=uCbgQzrg9fI,2020-05-10
23,23,2020-05-10-2020-05-17,UCiWLfSweyRNmLpgEHekhoAg,XeEuXQ4CxnI,Eli Manning and Roger Federer surprise a COVID-19 frontline worker for Mother&#39;s Day | SC Featured,2020-05-10 04:41:48+00:00,161537.0,1121.0,24.0,115.0,312,ESPN,8100000.0,US,https://www.youtube.com/watch?v=XeEuXQ4CxnI,2020-05-10
24,24,2020-05-10-2020-05-17,UCxyiSz4m161Z6frOsFxJpgw,vAttiWu_B-A,How Coronavirus (COVID-19) Invades the Lungs,2020-05-13 13:51:12+00:00,152008.0,978.0,54.0,74.0,89,Cleveland Clinic,309000.0,US,https://www.youtube.com/watch?v=vAttiWu_B-A,2020-05-10
25,25,2020-05-10-2020-05-17,UCTrQ7HXWRRxr7OsOtodr2_w,Tql2V7SR83g,Explained: What is the Wuhan lab coronavirus theory?,2020-05-11 11:59:47+00:00,125487.0,1327.0,520.0,983.0,568,Channel 4 News,1770000.0,GB,https://www.youtube.com/watch?v=Tql2V7SR83g,2020-05-10
26,26,2020-05-10-2020-05-17,UCoMdktPbSTixAyNGwb-UYkQ,UATouL3Bq2U,Coronavirus: Dogs trained to sniff out COVID-19,2020-05-16 16:50:13+00:00,122773.0,1065.0,337.0,502.0,109,Sky News,3870000.0,GB,https://www.youtube.com/watch?v=UATouL3Bq2U,2020-05-10
27,27,2020-05-10-2020-05-17,UCknLrEdhRCp1aegoMqRaCZg,0rELGQfqoGg,Where did the coronavirus come from? | COVID-19 Special,2020-05-11 15:07:58+00:00,113272.0,1277.0,189.0,511.0,681,DW News,2960000.0,DE,https://www.youtube.com/watch?v=0rELGQfqoGg,2020-05-10
28,28,2020-05-10-2020-05-17,UCYZkc-c8pRYOb-45g52Gegg,8hgc2iZflTI,"Coronavirus Anatomy Explained: Science, Simplified",2020-05-13 23:36:23+00:00,109415.0,919.0,35.0,36.0,122,Scripps Research,13700.0,Unknown,https://www.youtube.com/watch?v=8hgc2iZflTI,2020-05-10
29,29,2020-05-10-2020-05-17,UCZaT_X_mc0BI-djXOlfhqWQ,nd_kTv3WPvU,Fighting Coronavirus on the Streets of Detroit,2020-05-13 16:04:04+00:00,104989.0,2278.0,101.0,352.0,822,VICE News,7130000.0,US,https://www.youtube.com/watch?v=nd_kTv3WPvU,2020-05-10
0,0,2020-05-17-2020-05-24,UC3XTzVzaHQEd30rQbuvCtTQ,z4gBMw64aqk,Coronavirus VII: Sports: Last Week Tonight with John Oliver (HBO),2020-05-18 06:30:08+00:00,7611331.0,175342.0,6167.0,18524.0,1306,LastWeekTonight,8830000.0,Unknown,https://www.youtube.com/watch?v=z4gBMw64aqk,2020-05-17
1,1,2020-05-17-2020-05-24,UC7rJKxq6P9NZyhtTaT-JjWw,ZKeDCN9REbk,Vamos a ponerle una  al #COVID y cuidemos nuestra salud chiquillos,2020-05-21 20:31:53+00:00,5726078.0,42544.0,8850.0,,338,Bely y Beto Oficial,5920000.0,MX,https://www.youtube.com/watch?v=ZKeDCN9REbk,2020-05-17
2,2,2020-05-17-2020-05-24,UCXmtnbNO7_no7RekfUIqVcw,zCqo7MhQT6U,How to take a coronavirus self-test swab,2020-05-22 16:28:32+00:00,4633815.0,15523.0,1625.0,0.0,303,Department of Health and Social Care,22500.0,GB,https://www.youtube.com/watch?v=zCqo7MhQT6U,2020-05-17
3,3,2020-05-17-2020-05-24,UC0L1suV8pVgO4pCAIBNGx5w,VFyKkopIbNY,Scientist says a coronavirus vaccine in just 12 months is &#39;fake news&#39; | 60 Minutes Australia,2020-05-17 12:00:14+00:00,3118780.0,29249.0,3307.0,0.0,775,60 Minutes Australia,3970000.0,AU,https://www.youtube.com/watch?v=VFyKkopIbNY,2020-05-17
4,4,2020-05-17-2020-05-24,UCqnbDFdCpuN8CMEg0VuEBqA,EsqdBz-_noQ,Inside One of New York's Deadliest Zip Codes | Coronavirus News,2020-05-22 17:00:11+00:00,1595576.0,20070.0,2264.0,3878.0,778,The New York Times,3860000.0,Unknown,https://www.youtube.com/watch?v=EsqdBz-_noQ,2020-05-17
5,5,2020-05-17-2020-05-24,UChFsYLqPUyLiZnfRog6wiZA,EQ-ATT_Cd6M,Why We Might Not Need A Vaccine for COVID-19 | This Morning,2020-05-19 10:59:09+00:00,1472909.0,12073.0,1552.0,,533,This Morning,2130000.0,GB,https://www.youtube.com/watch?v=EQ-ATT_Cd6M,2020-05-17
6,6,2020-05-17-2020-05-24,UCphTF9wHwhCt-BzIq-s4V-g,o8JGsBDY1xI,What If It Takes Two Years for a COVID-19 Vaccine?,2020-05-21 15:58:43+00:00,1447282.0,38681.0,1131.0,4654.0,434,What If,5760000.0,US,https://www.youtube.com/watch?v=o8JGsBDY1xI,2020-05-17
7,7,2020-05-17-2020-05-24,UCxhDBhx2j1R0_tsXuJTmplA,0ztF-419fac,Antibody Testing: IgG and IgM explained,2020-05-22 23:06:33+00:00,962100.0,6269.0,245.0,,169,Beckman Coulter Dx,9180.0,US,https://www.youtube.com/watch?v=0ztF-419fac,2020-05-17
8,8,2020-05-17-2020-05-24,UCeY0bbntWzzVIaj2z3QigXg,H5pk2CwthZM,Watch Live: Coronavirus Pandemic Coverage - May 21 | NBC News NOW,2020-05-22 06:00:06+00:00,607355.0,3268.0,1152.0,64.0,42902,NBC News,6110000.0,Unknown,https://www.youtube.com/watch?v=H5pk2CwthZM,2020-05-17
9,9,2020-05-17-2020-05-24,UCrX2w-mgNlvOmyLSBgGCP5A,hf9ojVWeKpo,Que Debe Hacer Si Se Enferma de COVID 19,2020-05-19 16:49:59+00:00,435666.0,4805.0,527.0,,374,IEHP,5100.0,Unknown,https://www.youtube.com/watch?v=hf9ojVWeKpo,2020-05-17
10,10,2020-05-17-2020-05-24,UCHpw8xwDNhU9gdohEcJu4aA,J6CPQB0VGlk,Pandemic funerals: inside a mortuary during coronavirus,2020-05-18 11:00:00+00:00,425980.0,2246.0,200.0,396.0,596,The Guardian,1790000.0,GB,https://www.youtube.com/watch?v=J6CPQB0VGlk,2020-05-17
